,unique,total,organic,robotic,"robotic,organic",organic__total,robotic__total,"robotic,organic__total",-,Apache-HttpClient,Apache-Jena-ARQ,Asparagus/Asparagus 0.1,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *),C++ WikiAPI,GuzzleHttp,Jakarta Commons-HttpClient/3.1,Java/1.6.0,Java/1.7.0,Java/1.8.0,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45),Magnus labs tools,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/),MediaWiki/1.30.0-wmf.*,MovieGuide-wikidata/0.1,PBB_core fastrun,PetScan,Python-httplib2,Python-urllib,Pywikibot/3.0-dev,QueryBot/0.1,Ruby,SQID Python Helper,WikidataR - https://github.com/Ironholds/WikidataR,YTCleaner,__find_genus,__match_or_create_species,__match_taxon,automatch,auxiliary_matcher,awarder,axios,beaTunes,beacon,bot_commons,botanists,browser,coords2json,curl,fix_items,https://github.com/bearloga/WikidataQueryServiceR,images_on_wikidata_not_wikipedia,jgonsior-tree,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps),microsync,misc,missing_wp_animal_audio,new_resolve_authors,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),okhttp/3.4.1,orcid_bot,orcidator,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *),other,python-requests,query,resolver,rest-client2.0.* (*) ruby/*,sparqlwrapper * (rdflib.github.io/sparqlwrapper),taxon_matcher,testing,thorough_name_match,translate_items_with_property,update_dynamic,wd_edit_stats,wdq_image_feed,-__total,Apache-HttpClient__total,Apache-Jena-ARQ__total,Asparagus/Asparagus 0.1__total,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *)__total,C++ WikiAPI__total,GuzzleHttp__total,Jakarta Commons-HttpClient/3.1__total,Java/1.6.0__total,Java/1.7.0__total,Java/1.8.0__total,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45)__total,Magnus labs tools__total,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/)__total,MediaWiki/1.30.0-wmf.*__total,MovieGuide-wikidata/0.1__total,PBB_core fastrun__total,PetScan__total,Python-httplib2__total,Python-urllib__total,Pywikibot/3.0-dev__total,QueryBot/0.1__total,Ruby__total,SQID Python Helper__total,WikidataR - https://github.com/Ironholds/WikidataR__total,YTCleaner__total,__find_genus__total,__match_or_create_species__total,__match_taxon__total,automatch__total,auxiliary_matcher__total,awarder__total,axios__total,beaTunes__total,beacon__total,bot_commons__total,botanists__total,browser__total,coords2json__total,curl__total,fix_items__total,https://github.com/bearloga/WikidataQueryServiceR__total,images_on_wikidata_not_wikipedia__total,jgonsior-tree__total,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps)__total,microsync__total,misc__total,missing_wp_animal_audio__total,new_resolve_authors__total,node-fetch/1.0 (+https://github.com/bitinn/node-fetch)__total,okhttp/3.4.1__total,orcid_bot__total,orcidator__total,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *)__total,other__total,python-requests__total,query__total,resolver__total,rest-client2.0.* (*) ruby/*__total,sparqlwrapper * (rdflib.github.io/sparqlwrapper)__total,taxon_matcher__total,testing__total,thorough_name_match__total,translate_items_with_property__total,update_dynamic__total,wd_edit_stats__total,wdq_image_feed__total
P1170,59,67,,59.0,,,67.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P1136,59,67,,59.0,,,67.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P2591,59,65,,59.0,,,65.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2501,59,65,,59.0,,,65.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2587,59,65,,59.0,,,65.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2567,59,65,,59.0,,,65.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P1656,59,65,,59.0,,,65.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2675,59,63,,59.0,,,63.0,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P565,58,72,2.0,56.0,,2.0,70.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,10.0,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10.0,,,,,16.0,,,,,,,
P3233,57,799,,57.0,,,799.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,747.0,,,,,,,,,,,
P1693,57,98,2.0,55.0,,2.0,96.0,,2.0,,42.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6.0,42.0,,,,,,,,,,,
P1782,56,802,,56.0,,,802.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,750.0,,,,,,,,,,,
P3811,56,66,6.0,50.0,,11.0,55.0,,4.0,,42.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
P1785,55,799,,55.0,,,799.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,747.0,,,,,,,,,,,
P1786,55,799,,55.0,,,799.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,747.0,,,,,,,,,,,
P1397,55,64,,55.0,,,64.0,,2.0,,43.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,44.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P3794,54,116,2.0,52.0,,4.0,112.0,,4.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,57.0,,,,,,,,,6.0,,,,,,,,,,,,
P1033,54,102,,54.0,,,102.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,8.0,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,48.0,,,,,,,
P4152,54,78,54.0,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3801,54,66,,54.0,,,66.0,,10.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,12.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
P2156,54,64,,54.0,,,64.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,6.0,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,6.0,,,,,,,
P1685,54,59,,54.0,,,59.0,,2.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,2.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,2.0,,,,,,,
P1356,53,71,5.0,48.0,,5.0,66.0,,4.0,,31.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,,,,,9.0,,,,,,,,4.0,,31.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,9.0,,,,,16.0,,,,,,,
P3709,53,59,7.0,46.0,,7.0,52.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P4082,53,55,1.0,52.0,,1.0,54.0,,4.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,4.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,7.0,,,,,,,,,,,
P2179,52,381,2.0,50.0,,2.0,379.0,,4.0,,42.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P4132,52,133,48.0,3.0,1.0,85.0,5.0,43.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,43.0,,,,3.0,,,,,,,
P2842,52,129,4.0,48.0,,9.0,120.0,,4.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,16.0,,,,,,,,,,,,4.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,9.0,31.0,,,,,,,,,,,
P2443,52,80,,52.0,,,80.0,,4.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,,,,,,,,,,,,4.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,38.0,,,,,,,,,,,
P2433,52,69,,52.0,,,69.0,,4.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,,,6.0,,,,,,,,4.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,24.0,,,,6.0,,,,,,,
P707,52,61,,52.0,,,61.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,6.0,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,6.0,,,,,,,
P1642,52,59,,52.0,,,59.0,,4.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,16.0,,,,,,,,4.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,16.0,,,,,,,
P2155,52,58,,52.0,,,58.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,6.0,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,6.0,,,,,,,
P2106,52,58,,52.0,,,58.0,,4.0,,42.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2311,51,70,10.0,41.0,,11.0,59.0,,8.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,8.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
P2310,51,70,8.0,43.0,,9.0,61.0,,4.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
P940,51,57,,51.0,,,57.0,,4.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P1347,51,57,3.0,48.0,,3.0,54.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P357,51,53,6.0,45.0,,8.0,45.0,,4.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3380,50,87,1.0,49.0,,2.0,85.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,31.0,,,,,,,,,8.0,,,,,,,,,,,,
P3719,50,65,,50.0,,,65.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,3.0,,,,,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,8.0,12.0,,,,,,,,,,,
P3382,50,56,,50.0,,,56.0,,4.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2568,50,56,,50.0,,,56.0,,2.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,6.0,,,,,,,,2.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,6.0,,,,,,,
P4078,50,54,,50.0,,,54.0,,6.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P4128,49,119,14.0,35.0,,17.0,102.0,,1.0,,,,,16.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,70.0,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P779,49,58,,49.0,,,58.0,,4.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P3625,49,56,,49.0,,,56.0,,5.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P3610,49,56,1.0,48.0,,2.0,54.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P3627,49,55,,49.0,,,55.0,,4.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P379,48,97,48.0,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3492,48,67,,48.0,,,67.0,,4.0,,28.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,11.0,,,,,,,,4.0,,28.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,,,,18.0,,,,,,,
P3809,48,60,,48.0,,,60.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,
P875,48,56,,48.0,,,56.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P3431,48,55,,48.0,,,55.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P3606,48,54,,48.0,,,54.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P3757,48,52,,48.0,,,52.0,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P1691,47,132,,47.0,,,132.0,,2.0,,42.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P925,47,55,1.0,46.0,,1.0,54.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P2718,46,65,,46.0,,,65.0,,4.0,,28.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,9.0,,,,,,,,4.0,,28.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,15.0,,,,,,,
P916,46,55,,46.0,,,55.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
P1381,46,53,,46.0,,,53.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P1643,46,53,,46.0,,,53.0,,2.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,6.0,,,,,,,,2.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,,,6.0,,,,,,,
P1293,46,52,,46.0,,,52.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P1690,46,50,,46.0,,,50.0,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P1897,46,50,,46.0,,,50.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P1898,46,50,,46.0,,,50.0,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P2316,45,72,26.0,19.0,,35.0,37.0,,2.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
P3864,45,63,,45.0,,,63.0,,4.0,,28.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,9.0,,,,,,,,4.0,,28.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,16.0,,,,,,,
P3486,45,62,,45.0,,,62.0,,4.0,,28.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,9.0,,,,,,,,4.0,,28.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,16.0,,,,,,,
