,unique,total,organic,robotic,"robotic,organic",organic__total,robotic__total,"robotic,organic__total",-,Apache-HttpClient,Apache-Jena-ARQ,Asparagus/Asparagus 0.1,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *),C++ WikiAPI,GuzzleHttp,Jakarta Commons-HttpClient/3.1,Java/1.6.0,Java/1.7.0,Java/1.8.0,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45),Magnus labs tools,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/),MediaWiki/1.30.0-wmf.*,MovieGuide-wikidata/0.1,PBB_core fastrun,PetScan,Python-httplib2,Python-urllib,Pywikibot/3.0-dev,QueryBot/0.1,Ruby,SQID Python Helper,WikidataR - https://github.com/Ironholds/WikidataR,YTCleaner,__find_genus,__match_or_create_species,__match_taxon,automatch,auxiliary_matcher,awarder,axios,beaTunes,beacon,bot_commons,botanists,browser,coords2json,curl,fix_items,https://github.com/bearloga/WikidataQueryServiceR,images_on_wikidata_not_wikipedia,jgonsior-tree,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps),microsync,misc,missing_wp_animal_audio,new_resolve_authors,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),okhttp/3.4.1,orcid_bot,orcidator,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *),other,python-requests,query,resolver,rest-client2.0.* (*) ruby/*,sparqlwrapper * (rdflib.github.io/sparqlwrapper),taxon_matcher,testing,thorough_name_match,translate_items_with_property,update_dynamic,wd_edit_stats,wdq_image_feed,-__total,Apache-HttpClient__total,Apache-Jena-ARQ__total,Asparagus/Asparagus 0.1__total,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *)__total,C++ WikiAPI__total,GuzzleHttp__total,Jakarta Commons-HttpClient/3.1__total,Java/1.6.0__total,Java/1.7.0__total,Java/1.8.0__total,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45)__total,Magnus labs tools__total,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/)__total,MediaWiki/1.30.0-wmf.*__total,MovieGuide-wikidata/0.1__total,PBB_core fastrun__total,PetScan__total,Python-httplib2__total,Python-urllib__total,Pywikibot/3.0-dev__total,QueryBot/0.1__total,Ruby__total,SQID Python Helper__total,WikidataR - https://github.com/Ironholds/WikidataR__total,YTCleaner__total,__find_genus__total,__match_or_create_species__total,__match_taxon__total,automatch__total,auxiliary_matcher__total,awarder__total,axios__total,beaTunes__total,beacon__total,bot_commons__total,botanists__total,browser__total,coords2json__total,curl__total,fix_items__total,https://github.com/bearloga/WikidataQueryServiceR__total,images_on_wikidata_not_wikipedia__total,jgonsior-tree__total,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps)__total,microsync__total,misc__total,missing_wp_animal_audio__total,new_resolve_authors__total,node-fetch/1.0 (+https://github.com/bitinn/node-fetch)__total,okhttp/3.4.1__total,orcid_bot__total,orcidator__total,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *)__total,other__total,python-requests__total,query__total,resolver__total,rest-client2.0.* (*) ruby/*__total,sparqlwrapper * (rdflib.github.io/sparqlwrapper)__total,taxon_matcher__total,testing__total,thorough_name_match__total,translate_items_with_property__total,update_dynamic__total,wd_edit_stats__total,wdq_image_feed__total
P968,156,1626,56.0,100.0,,67.0,1559.0,,9.0,,77.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,6.0,,,,,,,,11.0,,78.0,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,13.0,1261.0,,,,6.0,,,,,,,
P2740,156,470,,156.0,,,470.0,,4.0,,56.0,,,12.0,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,56.0,,,148.0,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P3435,156,423,,156.0,,,423.0,,8.0,,73.0,,,10.0,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,8.0,,73.0,,,150.0,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,10.0,,,,,,,,,,,,
P886,156,390,,156.0,,,390.0,,6.0,,66.0,,,10.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,67.0,,,148.0,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
P429,156,324,14.0,141.0,1.0,26.0,204.0,94.0,6.0,,59.0,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,6.0,,74.0,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,10.0,,,,,94.0,,,,,,,
P1600,156,312,,156.0,,,312.0,,6.0,,74.0,,,8.0,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,75.0,,,148.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P296,156,175,84.0,72.0,,95.0,80.0,,4.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P2520,155,462,9.0,145.0,1.0,15.0,226.0,221.0,6.0,,67.0,,,,,,,,,,1.0,,62.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,,,,,,,2.0,,1.0,,,6.0,,,,,,,,6.0,,67.0,,,,,,,,,,221.0,,114.0,,,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,21.0,,,,,,,,,9.0,,3.0,,,6.0,,,,,,,
P1320,155,390,5.0,150.0,,7.0,383.0,,6.0,,70.0,,,10.0,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,2.0,7.0,,,,,,,,,,,,6.0,,70.0,,,146.0,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,22.0,,,,,,,,,6.0,21.0,,,,,,,,,,,
P1246,155,324,2.0,153.0,,2.0,322.0,,6.0,,105.0,,,12.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,12.0,,,,,,,,6.0,,105.0,,,148.0,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,13.0,,,,,28.0,,,,,,,
P525,155,313,2.0,153.0,,2.0,311.0,,6.0,,69.0,,,,,,,,,,1.0,,74.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,70.0,,,,,,,,,,83.0,,124.0,,,,,,20.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2855,155,220,,155.0,,,220.0,,8.0,,106.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,,,,23.0,,,,,,,,8.0,,107.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,,,,76.0,,,,,,,
P2448,154,1096,2.0,152.0,,2.0,1094.0,,6.0,,73.0,,,12.0,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,15.0,,,,,,,,6.0,,84.0,,,148.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,27.0,,,,,,,,,9.0,747.0,,,,33.0,,,,,,,
P2945,154,1075,,154.0,,,1075.0,,4.0,,59.0,,,10.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,4.0,,59.0,,,148.0,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,9.0,747.0,,,,,,,,,,,
P1399,154,976,61.0,90.0,3.0,71.0,850.0,55.0,6.0,,69.0,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,1.0,,,,2.0,9.0,,,,2.0,,,,,,,,8.0,,69.0,,,,,,,,6.0,,51.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,2.0,,,,9.0,747.0,,,,12.0,,,,,,,
P2061,154,811,3.0,151.0,,24.0,787.0,,6.0,,106.0,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,12.0,,,,2.0,7.0,,,,8.0,,,,,,,,6.0,,113.0,,,,,,,,,,83.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,19.0,,,,8.0,28.0,,,,521.0,,,,,,,
P2004,154,716,,154.0,,,716.0,,6.0,,56.0,,,8.0,,,,,,,,,80.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,56.0,,,148.0,,,,,,,,,172.0,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P1751,154,562,,154.0,,,562.0,,6.0,,70.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,2.0,29.0,,,,,,,,,,,,6.0,,70.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,365.0,,,,,,,,,,,,,,,,,,,,9.0,110.0,,,,,,,,,,,
P3875,154,459,6.0,148.0,,6.0,453.0,,6.0,,56.0,,,12.0,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,16.0,,,,,,,,,,,,6.0,,56.0,,,150.0,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,9.0,48.0,,,,,,,,,,,
P3241,154,345,,154.0,,,345.0,,6.0,,62.0,,,8.0,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,62.0,,,150.0,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P943,154,247,18.0,136.0,,43.0,204.0,,8.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,53.0,,,,,,,,8.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,1.0,,,,8.0,,,,,115.0,,,,,,,
P2254,154,220,,154.0,,,220.0,,14.0,,111.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,25.0,,,,,,,,14.0,,111.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,83.0,,,,,,,
P2592,153,1373,,153.0,,,1373.0,,6.0,,70.0,,,8.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,6.0,,70.0,,,146.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,8.0,747.0,,,,,,,,,,,
P3680,153,260,10.0,143.0,,11.0,249.0,,4.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,108.0,,,,,,,,,,,,4.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,6.0,210.0,,,,,,,,,,,
P1661,153,258,5.0,148.0,,7.0,251.0,,8.0,,98.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,13.0,,,,25.0,,,,,,,,8.0,,98.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,14.0,65.0,,,,60.0,,,,,,,
P2582,153,177,,153.0,,,177.0,,4.0,,89.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,20.0,,,,,,,,,,,,4.0,,89.0,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0,,,,,,,,,,,
P3419,153,174,,153.0,,,174.0,,6.0,,56.0,,,,,,,,,,,,88.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,56.0,,,,,,,,,,,,100.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P726,152,2999,30.0,122.0,,334.0,2665.0,,6.0,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,8.0,,,,,,,,6.0,,2404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,2.0,,,,8.0,168.0,,,,77.0,,,,,,,
P1253,152,1269,,152.0,,,1269.0,,6.0,,73.0,,,12.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,6.0,,73.0,,,148.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,,8.0,747.0,,,,,,,,,,,
P1879,152,447,,152.0,,,447.0,,6.0,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,8.0,,,,,,,,6.0,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,299.0,,,,,,,
P3006,152,395,1.0,151.0,,1.0,394.0,,4.0,,67.0,,,10.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,105.0,,,148.0,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P2749,152,303,1.0,151.0,,5.0,298.0,,4.0,,59.0,,,10.0,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,59.0,,,148.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
P4100,151,365,137.0,5.0,9.0,241.0,48.0,76.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,
P2946,151,323,11.0,140.0,,14.0,309.0,,4.0,,62.0,,,10.0,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,62.0,,,148.0,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P4023,151,321,2.0,149.0,,16.0,305.0,,7.0,,56.0,,,22.0,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,22.0,,56.0,,,130.0,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P240,151,320,29.0,122.0,,30.0,290.0,,6.0,,62.0,,,6.0,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,62.0,,,148.0,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
P1288,150,810,,150.0,,,810.0,,4.0,,59.0,,,10.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,59.0,,,148.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P939,150,514,2.0,148.0,,2.0,512.0,,6.0,,60.0,,,10.0,,,,,,,,,24.0,,,1.0,,,,,,,,,,,,,,,,,45.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,61.0,,,148.0,,,,,,,,,42.0,,,1.0,,,,,,,,,,,,,,,,,243.0,,,2.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
P3228,150,275,,150.0,,,275.0,,6.0,,96.0,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,96.0,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P3738,150,204,,150.0,,,204.0,,14.0,,111.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,21.0,,,,,,,,14.0,,111.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,65.0,,,,,,,
P3737,150,202,,150.0,,,202.0,,14.0,,111.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,21.0,,,,,,,,14.0,,111.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,65.0,,,,,,,
P3747,149,993,,149.0,,,993.0,,6.0,,59.0,,,,,,,,,,1.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,6.0,,59.0,,,,,,,,,,83.0,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,747.0,,,,,,,,,,,
P1590,149,852,10.0,138.0,1.0,13.0,159.0,680.0,13.0,,109.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,,,,,11.0,,,,,,,,692.0,,109.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,693.0,,,,,,,,,,,,,,,,,7.0,,,,,21.0,,,,,,,
P114,149,564,62.0,87.0,,435.0,129.0,,4.0,,57.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,2.0,14.0,,,,8.0,,,,,,,,4.0,,57.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,,,,,,10.0,42.0,,,,10.0,,,,,,,
P1362,149,516,,149.0,,,516.0,,4.0,,62.0,,,10.0,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,62.0,,,146.0,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2530,149,412,,149.0,,,412.0,,4.0,,63.0,,,8.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,66.0,,,148.0,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2231,149,177,,149.0,,,177.0,,14.0,,108.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,,,,13.0,,,,,,,,14.0,,108.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,,,,31.0,,,,,,,
P2686,148,1391,,148.0,,,1391.0,,4.0,,66.0,,,10.0,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,1.0,,,,,,,,4.0,,66.0,,,148.0,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,747.0,,,,124.0,,,,,,,
P3154,148,1059,7.0,141.0,,7.0,1052.0,,4.0,,59.0,,,10.0,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,2.0,9.0,,,,1.0,,,,,,,,4.0,,59.0,,,148.0,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,9.0,747.0,,,,1.0,,,,,,,
P1543,148,980,,148.0,,,980.0,,4.0,,57.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,6.0,,,,,,,,4.0,,57.0,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,747.0,,,,6.0,,,,,,,
P2880,148,850,1.0,147.0,,2.0,848.0,,6.0,,73.0,,,8.0,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,6.0,,73.0,,,148.0,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,57.0,,,,,,,,,8.0,492.0,,,,,,,,,,,
P1901,148,575,,148.0,,,575.0,,8.0,,73.0,,,8.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,8.0,,73.0,,,148.0,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P121,148,538,49.0,99.0,,164.0,374.0,,4.0,,85.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,3.0,,,,2.0,2.0,,,,2.0,,,,,,,,4.0,,145.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,4.0,,,,10.0,4.0,,,,206.0,,,,,,,
P3150,148,335,51.0,96.0,1.0,60.0,192.0,83.0,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,1.0,,,,2.0,29.0,,,,8.0,,,,,,,,4.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,1.0,,,,9.0,200.0,,,,8.0,,,,,,,
P2925,148,287,13.0,135.0,,19.0,268.0,,4.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,2.0,54.0,,,,,,,,,,,,4.0,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,6.0,115.0,,,,,,,,,,,
P2658,148,279,,148.0,,,279.0,,8.0,,85.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,,,,21.0,,,,,,,,8.0,,85.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,108.0,,,,65.0,,,,,,,
P4083,148,216,10.0,138.0,,59.0,157.0,,6.0,,92.0,,,,,,,,,,1.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,92.0,,,,,,,,,,2.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,11.0,,,,,,,,,6.0,,,,,,,,,,,,
P930,148,212,31.0,117.0,,32.0,180.0,,6.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,2.0,,,,,8.0,,,,,,,,6.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,8.0,,,,,65.0,,,,,,,
P3920,148,207,,148.0,,,207.0,,6.0,,56.0,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,56.0,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P1752,148,203,2.0,146.0,,2.0,201.0,,12.0,,109.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,21.0,,,,,,,,12.0,,109.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,8.0,,,,,66.0,,,,,,,
P1259,147,446,22.0,125.0,,140.0,306.0,,8.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,2.0,33.0,,,,,,,,,,,,8.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,10.0,206.0,,,,,,,,,,,
P2917,147,416,,147.0,,,416.0,,6.0,,72.0,,,10.0,,,,,,,1.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,73.0,,,148.0,,,,,,,83.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P3468,147,397,,147.0,,,397.0,,6.0,,59.0,,,10.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,59.0,,,150.0,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
